STATION,DATE,PRCP,TMAX,TMIN,ABay.WL
GOUVERNUERS & WATERTOWN,12/30/2000,19,-72,-139,74.35
GOUVERNUERS & WATERTOWN,12/31/2000,56,-56,-94.5,74.41
GOUVERNUERS & WATERTOWN,1/1/2001,6.5,-69.5,-180.5,74.401
GOUVERNUERS & WATERTOWN,1/2/2001,0,-41.5,-253,74.413
GOUVERNUERS & WATERTOWN,1/3/2001,4,-25,-130.5,74.449
GOUVERNUERS & WATERTOWN,1/4/2001,20.5,-19.5,-105.5,74.421
GOUVERNUERS & WATERTOWN,1/5/2001,0,-25,-97.5,74.433
GOUVERNUERS & WATERTOWN,1/6/2001,3,-11,-50,74.428
GOUVERNUERS & WATERTOWN,1/7/2001,4,-14,-114,74.38
GOUVERNUERS & WATERTOWN,1/8/2001,3,-25,-89,74.394
GOUVERNUERS & WATERTOWN,1/9/2001,4,-36,-128,74.421
GOUVERNUERS & WATERTOWN,1/10/2001,15,-44.5,-239,74.388
GOUVERNUERS & WATERTOWN,1/11/2001,0,14,-172,74.44
GOUVERNUERS & WATERTOWN,1/12/2001,0,-8.5,-205.5,74.379
GOUVERNUERS & WATERTOWN,1/13/2001,0,0,-194.5,74.391
GOUVERNUERS & WATERTOWN,1/14/2001,0,19.5,-100,74.369
GOUVERNUERS & WATERTOWN,1/15/2001,17.5,-58.5,-80.5,74.347
GOUVERNUERS & WATERTOWN,1/16/2001,44.5,14,-38.5,74.422
GOUVERNUERS & WATERTOWN,1/17/2001,11.5,-8,-139,74.384
GOUVERNUERS & WATERTOWN,1/18/2001,1.5,-30.5,-200,74.397
GOUVERNUERS & WATERTOWN,1/19/2001,2.5,5.5,-153,74.391
GOUVERNUERS & WATERTOWN,1/20/2001,1.5,-44.5,-205.5,74.354
GOUVERNUERS & WATERTOWN,1/21/2001,0,-64,-239,74.398
GOUVERNUERS & WATERTOWN,1/22/2001,0,-28,-183.5,74.385
GOUVERNUERS & WATERTOWN,1/23/2001,1.5,3,-105.5,74.405
GOUVERNUERS & WATERTOWN,1/24/2001,0,11,-78,74.388
GOUVERNUERS & WATERTOWN,1/25/2001,1.5,5.5,-128,74.38
GOUVERNUERS & WATERTOWN,1/26/2001,2.5,-39,-130.5,74.382
GOUVERNUERS & WATERTOWN,1/27/2001,5,-14,-108.5,74.389
GOUVERNUERS & WATERTOWN,1/28/2001,0,-30.5,-116.5,74.38
GOUVERNUERS & WATERTOWN,1/29/2001,2.5,-22.5,-97,74.378
GOUVERNUERS & WATERTOWN,1/30/2001,57,19,-83.5,74.352
GOUVERNUERS & WATERTOWN,1/31/2001,57,-3,-64,74.375
GOUVERNUERS & WATERTOWN,2/1/2001,26.5,-16.5,-58,74.389
GOUVERNUERS & WATERTOWN,2/2/2001,4,8,-89,74.419
GOUVERNUERS & WATERTOWN,2/3/2001,2.5,-25,-175,74.405
GOUVERNUERS & WATERTOWN,2/4/2001,2.5,-44,-205.5,74.392
GOUVERNUERS & WATERTOWN,2/5/2001,6.5,2.5,-30.5,74.385
GOUVERNUERS & WATERTOWN,2/6/2001,9,16.5,-33,74.401
GOUVERNUERS & WATERTOWN,2/7/2001,1.5,11.5,-97.5,74.401
GOUVERNUERS & WATERTOWN,2/8/2001,34.5,8.5,-116.5,74.362
GOUVERNUERS & WATERTOWN,2/9/2001,129.5,66.5,-41.5,74.409
GOUVERNUERS & WATERTOWN,2/10/2001,43,102.5,-75,74.51
GOUVERNUERS & WATERTOWN,2/11/2001,0,-69.5,-164,74.442
GOUVERNUERS & WATERTOWN,2/12/2001,0,-50,-183.5,74.423
GOUVERNUERS & WATERTOWN,2/13/2001,0,-3,-119.5,74.431
GOUVERNUERS & WATERTOWN,2/14/2001,62,25,-92,74.443
GOUVERNUERS & WATERTOWN,2/15/2001,85,8.5,-111.5,74.453
GOUVERNUERS & WATERTOWN,2/16/2001,0,3,-177.5,74.455
GOUVERNUERS & WATERTOWN,2/17/2001,0,-11,-139,74.505
GOUVERNUERS & WATERTOWN,2/18/2001,0,-61,-241.5,74.504
GOUVERNUERS & WATERTOWN,2/19/2001,1.5,-8.5,-83.5,74.499
GOUVERNUERS & WATERTOWN,2/20/2001,1.5,38.5,-30.5,74.475
GOUVERNUERS & WATERTOWN,2/21/2001,0,22,-119.5,74.477
GOUVERNUERS & WATERTOWN,2/22/2001,0,-66.5,-186,74.433
GOUVERNUERS & WATERTOWN,2/23/2001,7.5,-41.5,-147,74.495
GOUVERNUERS & WATERTOWN,2/24/2001,1.5,-25,-205.5,74.424
GOUVERNUERS & WATERTOWN,2/25/2001,90,53,-100,74.496
GOUVERNUERS & WATERTOWN,2/26/2001,16.5,52.5,-19.5,74.538
GOUVERNUERS & WATERTOWN,2/27/2001,5,5.5,-69.5,74.494
GOUVERNUERS & WATERTOWN,2/28/2001,9,-36,-152.5,74.487
GOUVERNUERS & WATERTOWN,3/1/2001,0,-53,-130.5,74.477
GOUVERNUERS & WATERTOWN,3/2/2001,1.5,-30.5,-147.5,74.47
GOUVERNUERS & WATERTOWN,3/3/2001,0,-36,-142,74.467
GOUVERNUERS & WATERTOWN,3/4/2001,0,-22,-147.5,74.437
GOUVERNUERS & WATERTOWN,3/5/2001,12.5,-30.5,-100,74.461
GOUVERNUERS & WATERTOWN,3/6/2001,56,-11,-64,74.487
GOUVERNUERS & WATERTOWN,3/7/2001,6.5,5.5,-125,74.485
GOUVERNUERS & WATERTOWN,3/8/2001,2.5,28,-91.5,74.486
GOUVERNUERS & WATERTOWN,3/9/2001,12.5,11,-39,74.498
GOUVERNUERS & WATERTOWN,3/10/2001,39.5,8.5,-77.5,74.514
GOUVERNUERS & WATERTOWN,3/11/2001,4,19.5,-63.5,74.534
GOUVERNUERS & WATERTOWN,3/12/2001,18,11,-197,74.454
GOUVERNUERS & WATERTOWN,3/13/2001,68.5,19.5,-108.5,74.505
GOUVERNUERS & WATERTOWN,3/14/2001,16.5,30.5,-25,74.572
GOUVERNUERS & WATERTOWN,3/15/2001,0,44.5,-53,74.534
GOUVERNUERS & WATERTOWN,3/16/2001,0,11.5,-69.5,74.489
GOUVERNUERS & WATERTOWN,3/17/2001,0,6,-53,74.478
GOUVERNUERS & WATERTOWN,3/18/2001,0,47,-92,74.528
GOUVERNUERS & WATERTOWN,3/19/2001,0,55.5,-94.5,74.523
GOUVERNUERS & WATERTOWN,3/20/2001,0,91.5,-72.5,74.508
GOUVERNUERS & WATERTOWN,3/21/2001,109,106,-33,74.511
GOUVERNUERS & WATERTOWN,3/22/2001,115.5,16.5,6,74.516
GOUVERNUERS & WATERTOWN,3/23/2001,14,41.5,-19,74.56
GOUVERNUERS & WATERTOWN,3/24/2001,4,41.5,-47.5,74.609
GOUVERNUERS & WATERTOWN,3/25/2001,0,-8.5,-127.5,74.602
GOUVERNUERS & WATERTOWN,3/26/2001,0,-16.5,-105.5,74.59
GOUVERNUERS & WATERTOWN,3/27/2001,0,17,-69.5,74.614
GOUVERNUERS & WATERTOWN,3/28/2001,0,11,-55.5,74.591
GOUVERNUERS & WATERTOWN,3/29/2001,0,50,-69.5,74.561
GOUVERNUERS & WATERTOWN,3/30/2001,40.5,53,-36.5,74.532
GOUVERNUERS & WATERTOWN,3/31/2001,44.5,19.5,-33.5,74.571
GOUVERNUERS & WATERTOWN,4/1/2001,4,33.5,-11.5,74.572
GOUVERNUERS & WATERTOWN,4/2/2001,0,72,-11.5,74.603
GOUVERNUERS & WATERTOWN,4/3/2001,0,72,-33,74.612
GOUVERNUERS & WATERTOWN,4/4/2001,0,94,-44.5,74.62
GOUVERNUERS & WATERTOWN,4/5/2001,0,119.5,-58.5,74.619
GOUVERNUERS & WATERTOWN,4/6/2001,5,125,-17,74.61
GOUVERNUERS & WATERTOWN,4/7/2001,2.5,102.5,11,74.596
GOUVERNUERS & WATERTOWN,4/8/2001,4,141.5,39,74.697
GOUVERNUERS & WATERTOWN,4/9/2001,2.5,136.5,19.5,74.682
GOUVERNUERS & WATERTOWN,4/10/2001,16.5,136,5.5,74.673
GOUVERNUERS & WATERTOWN,4/11/2001,0,130.5,8.5,74.663
GOUVERNUERS & WATERTOWN,4/12/2001,48.5,175,53,74.704
GOUVERNUERS & WATERTOWN,4/13/2001,0,100,14,74.784
GOUVERNUERS & WATERTOWN,4/14/2001,0,141.5,-38.5,74.75
GOUVERNUERS & WATERTOWN,4/15/2001,0,166.5,-22,74.736
GOUVERNUERS & WATERTOWN,4/16/2001,0,150,-11,74.739
GOUVERNUERS & WATERTOWN,4/17/2001,0,114,-17,74.736
GOUVERNUERS & WATERTOWN,4/18/2001,0,77.5,-28,74.754
GOUVERNUERS & WATERTOWN,4/19/2001,0,72.5,-69.5,74.778
GOUVERNUERS & WATERTOWN,4/20/2001,0,163.5,-25,74.766
GOUVERNUERS & WATERTOWN,4/21/2001,26.5,197,30.5,74.762
GOUVERNUERS & WATERTOWN,4/22/2001,41,186,83.5,74.811
GOUVERNUERS & WATERTOWN,4/23/2001,0,244.5,75,74.774
GOUVERNUERS & WATERTOWN,4/24/2001,6.5,266.5,44.5,74.858
GOUVERNUERS & WATERTOWN,4/25/2001,0,153,-19.5,74.814
GOUVERNUERS & WATERTOWN,4/26/2001,20.5,142,-30.5,74.803
GOUVERNUERS & WATERTOWN,4/27/2001,1.5,177.5,5.5,74.81
GOUVERNUERS & WATERTOWN,4/28/2001,0,150,-36,74.8
GOUVERNUERS & WATERTOWN,4/29/2001,0,119.5,-75,74.806
GOUVERNUERS & WATERTOWN,4/30/2001,0,175,-44.5,74.806
GOUVERNUERS & WATERTOWN,5/1/2001,0,236,19.5,74.8
GOUVERNUERS & WATERTOWN,5/2/2001,0,269.5,83.5,74.803
GOUVERNUERS & WATERTOWN,5/3/2001,0,277.5,122,74.81
GOUVERNUERS & WATERTOWN,5/4/2001,0,264,122,74.791
GOUVERNUERS & WATERTOWN,5/5/2001,0,219.5,47,74.787
GOUVERNUERS & WATERTOWN,5/6/2001,0,189,-19.5,74.765
GOUVERNUERS & WATERTOWN,5/7/2001,0,222,11,74.77
GOUVERNUERS & WATERTOWN,5/8/2001,6.5,236,55.5,74.787
GOUVERNUERS & WATERTOWN,5/9/2001,10,239,103,74.79
GOUVERNUERS & WATERTOWN,5/10/2001,0,230.5,47,74.794
GOUVERNUERS & WATERTOWN,5/11/2001,1.5,261,103,74.787
GOUVERNUERS & WATERTOWN,5/12/2001,122,211,50,74.796
GOUVERNUERS & WATERTOWN,5/13/2001,76,128,-14,74.801
GOUVERNUERS & WATERTOWN,5/14/2001,0,167,-5.5,74.805
GOUVERNUERS & WATERTOWN,5/15/2001,0,186,-16.5,74.783
GOUVERNUERS & WATERTOWN,5/16/2001,0,194.5,42,74.759
GOUVERNUERS & WATERTOWN,5/17/2001,1.5,219.5,77.5,74.774
GOUVERNUERS & WATERTOWN,5/18/2001,14,191.5,69,74.792
GOUVERNUERS & WATERTOWN,5/19/2001,0,200,41.5,74.792
GOUVERNUERS & WATERTOWN,5/20/2001,0,219,38.5,74.772
GOUVERNUERS & WATERTOWN,5/21/2001,2.5,239,130.5,74.759
GOUVERNUERS & WATERTOWN,5/22/2001,136,230.5,136,74.767
GOUVERNUERS & WATERTOWN,5/23/2001,157.5,175,122.5,74.813
GOUVERNUERS & WATERTOWN,5/24/2001,36,192,119.5,74.798
GOUVERNUERS & WATERTOWN,5/25/2001,6.5,233.5,117,74.793
GOUVERNUERS & WATERTOWN,5/26/2001,1.5,222,144,74.811
GOUVERNUERS & WATERTOWN,5/27/2001,85,211,100,74.826
GOUVERNUERS & WATERTOWN,5/28/2001,21.5,200,72.5,74.852
GOUVERNUERS & WATERTOWN,5/29/2001,30.5,136,89,74.877
GOUVERNUERS & WATERTOWN,5/30/2001,25.5,127.5,36,74.873
GOUVERNUERS & WATERTOWN,5/31/2001,0,136,33.5,74.873
GOUVERNUERS & WATERTOWN,6/1/2001,33,189,2.5,74.84
GOUVERNUERS & WATERTOWN,6/2/2001,19,194.5,116.5,74.87
GOUVERNUERS & WATERTOWN,6/3/2001,50.5,166.5,100,74.89
GOUVERNUERS & WATERTOWN,6/4/2001,25.5,155.5,100,74.922
GOUVERNUERS & WATERTOWN,6/5/2001,16.5,166.5,100,74.903
GOUVERNUERS & WATERTOWN,6/6/2001,0,200,80.5,74.891
GOUVERNUERS & WATERTOWN,6/7/2001,0,225,44,74.892
GOUVERNUERS & WATERTOWN,6/8/2001,0,227.5,27.5,74.891
GOUVERNUERS & WATERTOWN,6/9/2001,0,236.5,36,74.894
GOUVERNUERS & WATERTOWN,6/10/2001,0,244.5,114,74.889
GOUVERNUERS & WATERTOWN,6/11/2001,70,219.5,111.5,74.885
GOUVERNUERS & WATERTOWN,6/12/2001,10,208.5,114,74.89
GOUVERNUERS & WATERTOWN,6/13/2001,0,258.5,108.5,74.893
GOUVERNUERS & WATERTOWN,6/14/2001,0,303,125,74.883
GOUVERNUERS & WATERTOWN,6/15/2001,0,322.5,189,74.882
GOUVERNUERS & WATERTOWN,6/16/2001,9,297.5,189,74.905
GOUVERNUERS & WATERTOWN,6/17/2001,0,266.5,150,74.909
GOUVERNUERS & WATERTOWN,6/18/2001,2.5,253,127.5,74.902
GOUVERNUERS & WATERTOWN,6/19/2001,0,297.5,169.5,74.924
GOUVERNUERS & WATERTOWN,6/20/2001,17.5,272.5,122,74.903
GOUVERNUERS & WATERTOWN,6/21/2001,7.5,239,94.5,74.875
GOUVERNUERS & WATERTOWN,6/22/2001,105.5,261,153,74.929
GOUVERNUERS & WATERTOWN,6/23/2001,76.5,217,144,74.905
GOUVERNUERS & WATERTOWN,6/24/2001,21.5,202.5,141.5,74.904
GOUVERNUERS & WATERTOWN,6/25/2001,0,244.5,116.5,74.901
GOUVERNUERS & WATERTOWN,6/26/2001,0,286,102.5,74.9
GOUVERNUERS & WATERTOWN,6/27/2001,0,280.5,128,74.912
GOUVERNUERS & WATERTOWN,6/28/2001,0,283,161,74.889
GOUVERNUERS & WATERTOWN,6/29/2001,6.5,272,150,74.89
GOUVERNUERS & WATERTOWN,6/30/2001,0,288.5,205.5,74.921
GOUVERNUERS & WATERTOWN,7/1/2001,21.5,244.5,147.5,74.956
GOUVERNUERS & WATERTOWN,7/2/2001,2.5,211,88.5,74.936
GOUVERNUERS & WATERTOWN,7/3/2001,0,217,102.5,74.927
GOUVERNUERS & WATERTOWN,7/4/2001,19,236.5,139,74.926
GOUVERNUERS & WATERTOWN,7/5/2001,0,239,125,74.944
GOUVERNUERS & WATERTOWN,7/6/2001,0,208.5,86,74.927
GOUVERNUERS & WATERTOWN,7/7/2001,10,247,116.5,74.922
GOUVERNUERS & WATERTOWN,7/8/2001,34.5,250,139,74.915
GOUVERNUERS & WATERTOWN,7/9/2001,2.5,258.5,158.5,74.919
GOUVERNUERS & WATERTOWN,7/10/2001,28,275,147,74.909
GOUVERNUERS & WATERTOWN,7/11/2001,57.5,244.5,130.5,74.918
GOUVERNUERS & WATERTOWN,7/12/2001,5,217,119.5,74.917
GOUVERNUERS & WATERTOWN,7/13/2001,19,211,136,74.918
GOUVERNUERS & WATERTOWN,7/14/2001,16.5,219.5,144,74.899
GOUVERNUERS & WATERTOWN,7/15/2001,0,231,108.5,74.889
GOUVERNUERS & WATERTOWN,7/16/2001,0,261,89,74.881
GOUVERNUERS & WATERTOWN,7/17/2001,2.5,263.5,139,74.89
GOUVERNUERS & WATERTOWN,7/18/2001,0,297.5,142,74.856
GOUVERNUERS & WATERTOWN,7/19/2001,0,294.5,139,74.843
GOUVERNUERS & WATERTOWN,7/20/2001,0,291.5,144.5,74.85
GOUVERNUERS & WATERTOWN,7/21/2001,0,300,158.5,74.855
GOUVERNUERS & WATERTOWN,7/22/2001,0,303,205.5,74.86
GOUVERNUERS & WATERTOWN,7/23/2001,0,322,191.5,74.857
GOUVERNUERS & WATERTOWN,7/24/2001,14,319.5,230.5,74.88
GOUVERNUERS & WATERTOWN,7/25/2001,0,291.5,164,74.848
GOUVERNUERS & WATERTOWN,7/26/2001,0,252.5,102.5,74.769
GOUVERNUERS & WATERTOWN,7/27/2001,0,236,36,74.805
GOUVERNUERS & WATERTOWN,7/28/2001,0,266.5,58.5,74.788
GOUVERNUERS & WATERTOWN,7/29/2001,0,283,144.5,74.777
GOUVERNUERS & WATERTOWN,7/30/2001,0,291.5,150,74.781
GOUVERNUERS & WATERTOWN,7/31/2001,0,317,103,74.772
GOUVERNUERS & WATERTOWN,8/1/2001,0,319.5,105.5,74.764
GOUVERNUERS & WATERTOWN,8/2/2001,0,325,161,74.772
GOUVERNUERS & WATERTOWN,8/3/2001,91.5,313.5,183.5,74.766
GOUVERNUERS & WATERTOWN,8/4/2001,0,308.5,130.5,74.749
GOUVERNUERS & WATERTOWN,8/5/2001,0,308.5,133.5,74.754
GOUVERNUERS & WATERTOWN,8/6/2001,0,311,125,74.769
GOUVERNUERS & WATERTOWN,8/7/2001,0,322.5,175,74.777
GOUVERNUERS & WATERTOWN,8/8/2001,0,333.5,164,74.768
GOUVERNUERS & WATERTOWN,8/9/2001,0,341.5,225,74.776
GOUVERNUERS & WATERTOWN,8/10/2001,24,311,197,74.797
GOUVERNUERS & WATERTOWN,8/11/2001,0,306,119.5,74.739
GOUVERNUERS & WATERTOWN,8/12/2001,0,289,130.5,74.755
GOUVERNUERS & WATERTOWN,8/13/2001,0,283,136,74.738
GOUVERNUERS & WATERTOWN,8/14/2001,0,277.5,94.5,74.716
GOUVERNUERS & WATERTOWN,8/15/2001,0,275,83.5,74.708
GOUVERNUERS & WATERTOWN,8/16/2001,68.5,300,97.5,74.702
GOUVERNUERS & WATERTOWN,8/17/2001,148.5,278,150,74.776
GOUVERNUERS & WATERTOWN,8/18/2001,0,255.5,167,74.731
GOUVERNUERS & WATERTOWN,8/19/2001,51,250,158.5,74.687
GOUVERNUERS & WATERTOWN,8/20/2001,44.5,258.5,161,74.703
GOUVERNUERS & WATERTOWN,8/21/2001,57,261,167,74.716
GOUVERNUERS & WATERTOWN,8/22/2001,0,266.5,158.5,74.707
GOUVERNUERS & WATERTOWN,8/23/2001,16.5,272,116.5,74.683
GOUVERNUERS & WATERTOWN,8/24/2001,0,261,111,74.632
GOUVERNUERS & WATERTOWN,8/25/2001,0,244.5,47,74.641
GOUVERNUERS & WATERTOWN,8/26/2001,148.5,277.5,144,74.681
GOUVERNUERS & WATERTOWN,8/27/2001,66,258.5,130.5,74.654
GOUVERNUERS & WATERTOWN,8/28/2001,48.5,242,133.5,74.658
GOUVERNUERS & WATERTOWN,8/29/2001,76,219.5,100,74.628
GOUVERNUERS & WATERTOWN,8/30/2001,0,242,83.5,74.633
GOUVERNUERS & WATERTOWN,8/31/2001,67.5,264,128,74.659
GOUVERNUERS & WATERTOWN,9/1/2001,57,225,86,74.617
GOUVERNUERS & WATERTOWN,9/2/2001,0,191.5,61,74.603
GOUVERNUERS & WATERTOWN,9/3/2001,0,222,94.5,74.631
GOUVERNUERS & WATERTOWN,9/4/2001,0,241.5,128,74.616
GOUVERNUERS & WATERTOWN,9/5/2001,4,228,50,74.586
GOUVERNUERS & WATERTOWN,9/6/2001,0,216.5,78,74.587
GOUVERNUERS & WATERTOWN,9/7/2001,0,261,105.5,74.591
GOUVERNUERS & WATERTOWN,9/8/2001,0,300,175,74.592
GOUVERNUERS & WATERTOWN,9/9/2001,0,308.5,180.5,74.579
GOUVERNUERS & WATERTOWN,9/10/2001,11.5,272,172,74.616
GOUVERNUERS & WATERTOWN,9/11/2001,2.5,227.5,86,74.568
GOUVERNUERS & WATERTOWN,9/12/2001,0,233.5,52.5,74.558
GOUVERNUERS & WATERTOWN,9/13/2001,4,208.5,133.5,74.536
GOUVERNUERS & WATERTOWN,9/14/2001,0,194.5,50,74.498
GOUVERNUERS & WATERTOWN,9/15/2001,0,188.5,5.5,74.495
GOUVERNUERS & WATERTOWN,9/16/2001,0,200,22,74.495
GOUVERNUERS & WATERTOWN,9/17/2001,0,219.5,63.5,74.478
GOUVERNUERS & WATERTOWN,9/18/2001,0,230.5,69.5,74.456
GOUVERNUERS & WATERTOWN,9/19/2001,0,239,69.5,74.428
GOUVERNUERS & WATERTOWN,9/20/2001,34,244.5,122.5,74.481
GOUVERNUERS & WATERTOWN,9/21/2001,26.5,227.5,147,74.454
GOUVERNUERS & WATERTOWN,9/22/2001,56,222.5,144.5,74.479
GOUVERNUERS & WATERTOWN,9/23/2001,0,216.5,119.5,74.438
GOUVERNUERS & WATERTOWN,9/24/2001,227.5,236,150,74.444
GOUVERNUERS & WATERTOWN,9/25/2001,533.5,200,111,74.482
GOUVERNUERS & WATERTOWN,9/26/2001,12.5,152.5,58.5,74.492
GOUVERNUERS & WATERTOWN,9/27/2001,5.5,133,72.5,74.47
GOUVERNUERS & WATERTOWN,9/28/2001,2.5,119.5,44.5,74.451
GOUVERNUERS & WATERTOWN,9/29/2001,0,144.5,19.5,74.44
GOUVERNUERS & WATERTOWN,9/30/2001,0,177.5,0,74.438
GOUVERNUERS & WATERTOWN,10/1/2001,0,189,2.5,74.455
GOUVERNUERS & WATERTOWN,10/2/2001,0,197.5,61.5,74.456
GOUVERNUERS & WATERTOWN,10/3/2001,0,225,89,74.463
GOUVERNUERS & WATERTOWN,10/4/2001,7.5,230.5,136,74.481
GOUVERNUERS & WATERTOWN,10/5/2001,82.5,172,91.5,74.424
GOUVERNUERS & WATERTOWN,10/6/2001,134.5,119.5,64,74.493
GOUVERNUERS & WATERTOWN,10/7/2001,34.5,116.5,-6,74.51
GOUVERNUERS & WATERTOWN,10/8/2001,6.5,105.5,-14,74.481
GOUVERNUERS & WATERTOWN,10/9/2001,0,125,-11,74.473
GOUVERNUERS & WATERTOWN,10/10/2001,0,186.5,42,74.467
GOUVERNUERS & WATERTOWN,10/11/2001,11.5,222.5,122.5,74.457
GOUVERNUERS & WATERTOWN,10/12/2001,19,200,117,74.392
GOUVERNUERS & WATERTOWN,10/13/2001,11.5,208.5,139,74.402
GOUVERNUERS & WATERTOWN,10/14/2001,28,233.5,138.5,74.422
GOUVERNUERS & WATERTOWN,10/15/2001,25,191.5,94,74.467
GOUVERNUERS & WATERTOWN,10/16/2001,63.5,172.5,55.5,74.412
GOUVERNUERS & WATERTOWN,10/17/2001,63.5,147.5,47.5,74.529
GOUVERNUERS & WATERTOWN,10/18/2001,38,91.5,-2.5,74.452
GOUVERNUERS & WATERTOWN,10/19/2001,0,133.5,28,74.457
GOUVERNUERS & WATERTOWN,10/20/2001,0,136,80.5,74.443
GOUVERNUERS & WATERTOWN,10/21/2001,32,172,89,74.433
GOUVERNUERS & WATERTOWN,10/22/2001,25.5,152.5,0,74.4
GOUVERNUERS & WATERTOWN,10/23/2001,7.5,172.5,22.5,74.419
GOUVERNUERS & WATERTOWN,10/24/2001,39.5,191.5,94.5,74.402
GOUVERNUERS & WATERTOWN,10/25/2001,79,208.5,30.5,74.519
GOUVERNUERS & WATERTOWN,10/26/2001,152.5,64,22,74.61
GOUVERNUERS & WATERTOWN,10/27/2001,0,52.5,-2.5,74.437
GOUVERNUERS & WATERTOWN,10/28/2001,0,69.5,-36,74.41
GOUVERNUERS & WATERTOWN,10/29/2001,0,97.5,16.5,74.439
GOUVERNUERS & WATERTOWN,10/30/2001,0,105.5,-39,74.375
GOUVERNUERS & WATERTOWN,10/31/2001,28,91.5,-44,74.395
GOUVERNUERS & WATERTOWN,11/1/2001,0,183.5,28,74.419
GOUVERNUERS & WATERTOWN,11/2/2001,53.5,205.5,133,74.421
GOUVERNUERS & WATERTOWN,11/3/2001,80,144.5,75,74.415
GOUVERNUERS & WATERTOWN,11/4/2001,20,139,28,74.403
GOUVERNUERS & WATERTOWN,11/5/2001,19,108,22.5,74.379
GOUVERNUERS & WATERTOWN,11/6/2001,0,83,-41.5,74.392
GOUVERNUERS & WATERTOWN,11/7/2001,1.5,100,-27.5,74.383
GOUVERNUERS & WATERTOWN,11/8/2001,23,136,-69.5,74.411
GOUVERNUERS & WATERTOWN,11/9/2001,30.5,94.5,-42,74.4
GOUVERNUERS & WATERTOWN,11/10/2001,0,88.5,14,74.398
GOUVERNUERS & WATERTOWN,11/11/2001,0,41.5,-27.5,74.377
GOUVERNUERS & WATERTOWN,11/12/2001,25.5,39,-27.5,74.368
GOUVERNUERS & WATERTOWN,11/13/2001,0,89,-16.5,74.383
GOUVERNUERS & WATERTOWN,11/14/2001,0,117,52.5,74.396
GOUVERNUERS & WATERTOWN,11/15/2001,20,133.5,69,74.384
GOUVERNUERS & WATERTOWN,11/16/2001,9,144.5,30.5,74.364
GOUVERNUERS & WATERTOWN,11/17/2001,0,97.5,-67,74.337
GOUVERNUERS & WATERTOWN,11/18/2001,0,78,-52.5,74.375
GOUVERNUERS & WATERTOWN,11/19/2001,54.5,158,42,74.39
GOUVERNUERS & WATERTOWN,11/20/2001,67,119.5,-16.5,74.379
GOUVERNUERS & WATERTOWN,11/21/2001,4,44.5,-16.5,74.386
GOUVERNUERS & WATERTOWN,11/22/2001,0,78,0,74.361
GOUVERNUERS & WATERTOWN,11/23/2001,0,122,-11,74.349
GOUVERNUERS & WATERTOWN,11/24/2001,0,164,61,74.342
GOUVERNUERS & WATERTOWN,11/25/2001,106.5,175,97,74.384
GOUVERNUERS & WATERTOWN,11/26/2001,71.5,133.5,75,74.389
GOUVERNUERS & WATERTOWN,11/27/2001,9,86,22.5,74.32
GOUVERNUERS & WATERTOWN,11/28/2001,10,39,0,74.308
GOUVERNUERS & WATERTOWN,11/29/2001,65,64,-5.5,74.315
GOUVERNUERS & WATERTOWN,11/30/2001,113,111,5.5,74.339
GOUVERNUERS & WATERTOWN,12/1/2001,0,114,44.5,74.457
GOUVERNUERS & WATERTOWN,12/2/2001,0,91.5,-8,74.419
GOUVERNUERS & WATERTOWN,12/3/2001,0,102.5,8.5,74.429
GOUVERNUERS & WATERTOWN,12/4/2001,40.5,122,-22.5,74.394
GOUVERNUERS & WATERTOWN,12/5/2001,24,150,47.5,74.404
GOUVERNUERS & WATERTOWN,12/6/2001,1.5,205.5,80.5,74.474
GOUVERNUERS & WATERTOWN,12/7/2001,6.5,133,-22,74.423
GOUVERNUERS & WATERTOWN,12/8/2001,0,39,-86,74.366
GOUVERNUERS & WATERTOWN,12/9/2001,5,14,-50,74.392
GOUVERNUERS & WATERTOWN,12/10/2001,0,52.5,-16.5,74.434
GOUVERNUERS & WATERTOWN,12/11/2001,0,80.5,-28,74.397
GOUVERNUERS & WATERTOWN,12/12/2001,0,94.5,-61,74.382
GOUVERNUERS & WATERTOWN,12/13/2001,35.5,100,0,74.435
GOUVERNUERS & WATERTOWN,12/14/2001,11.5,103,5.5,74.343
GOUVERNUERS & WATERTOWN,12/15/2001,37,16.5,-55.5,74.389
GOUVERNUERS & WATERTOWN,12/16/2001,0,11,-119.5,74.37
GOUVERNUERS & WATERTOWN,12/17/2001,20.5,2.5,-80.5,74.391
GOUVERNUERS & WATERTOWN,12/18/2001,42,22.5,-30.5,74.427
GOUVERNUERS & WATERTOWN,12/19/2001,0,33.5,-30.5,74.422
GOUVERNUERS & WATERTOWN,12/20/2001,47,41.5,-25,74.525
GOUVERNUERS & WATERTOWN,12/21/2001,53.5,16.5,-53,74.445
GOUVERNUERS & WATERTOWN,12/22/2001,0,-25,-94.5,74.414
GOUVERNUERS & WATERTOWN,12/23/2001,24,11,-94.5,74.439
GOUVERNUERS & WATERTOWN,12/24/2001,35.5,36,-16.5,74.492
GOUVERNUERS & WATERTOWN,12/25/2001,25.5,16.5,-33,74.52
GOUVERNUERS & WATERTOWN,12/26/2001,68.5,-11.5,-64,74.47
GOUVERNUERS & WATERTOWN,12/27/2001,68.5,-25,-125,74.478
GOUVERNUERS & WATERTOWN,12/28/2001,61,-22,-166.5,74.512
GOUVERNUERS & WATERTOWN,12/29/2001,5.5,-17,-169.5,74.505
